,price,Position,combinedForecast,Profit&Loss,Profit&Loss
1999-11-30,84.13619230769228,-0.0,-3.5096496477786245,-0.02199733342968102,4973.754990722345
1999-12-01,84.11119230769228,-0.0,-4.363450901050268,-0.02199828506945778,4973.732992437275
1999-12-02,84.09119230769228,-0.0,-5.2634765787245215,-0.021999220643920125,4973.710993216631
1999-12-03,84.16119230769227,-0.0,-5.150446390349489,-0.022000140415002534,4973.688993076216
1999-12-06,84.19119230769228,-0.0,-5.189096990814848,-0.022001044641910994,4973.666992031574
1999-12-07,84.23119230769228,-0.0,-4.9374806038455334,-0.022001933578394528,4973.644990097996
1999-12-08,84.21619230769228,-0.0,-4.907061679384906,-0.02200280747456418,4973.622987290521
1999-12-09,84.24119230769227,-0.0,-4.698061298858724,-0.022003666577802505,4973.600983623944
1999-12-10,84.28619230769227,-0.0,-4.150754517967928,-0.022004511129125603,4973.5789791128145
1999-12-13,84.24619230769228,-0.0,-3.9264921708717258,-0.02200534136773058,4973.556973771447
1999-12-14,84.11119230769228,-0.0,-3.7566542687384255,-0.022006157527357573,4973.534967613919
1999-12-15,84.07619230769228,-0.0,-4.464926259160424,-0.022006959839018236,4973.51296065408
1999-12-16,83.98619230769228,-0.0,-5.262241873229612,-0.022007748530086246,4973.49095290555
1999-12-17,83.98119230769228,-0.0,-6.268228605338472,-0.0220085238242973,4973.468944381726
1999-12-20,83.92119230769228,-0.0,-7.343087109554747,-0.022009285939930123,4973.446935095786
1999-12-21,83.90119230769227,-0.0,-8.554910362475795,-0.022010035094353952,4973.424925060692
1999-12-22,83.90119230769227,-0.0,-9.632562170786091,-0.022010771499481052,4973.402914289192
1999-12-23,83.90119230769227,-0.0,-10.611510567109727,-0.0220114953654047,4973.380902793827
1999-12-24,,-0.0,-10.611356142358899,-0.022012206897670694,4973.358890586929
1999-12-27,83.91119230769227,-0.0,-11.232813156796475,-0.022012906298186863,4973.336877680631
1999-12-28,83.90119230769227,-0.0,-12.171467721369792,-0.02201359376704204,4973.314864086864
1999-12-29,83.93119230769227,-0.0,-12.463296530948949,-0.022014269500687078,4973.292849817363
1999-12-30,83.94119230769228,-0.0,-12.883864027418069,-0.022014933691025362,4973.270834883672
1999-12-31,83.88619230769228,-1.0,-13.301525536806572,-0.022015586528141284,4973.248819297144
2000-01-03,83.77119230769227,-0.0,-12.863718113614576,-0.022016228199390753,4973.226803068945
2000-01-04,83.82119230769227,-0.0,-12.986788017242622,-125.0220168588803,4848.204786210064
2000-01-05,83.74119230769227,-0.0,-13.542315686411495,-0.02201747877370508,4848.182768731291
2000-01-06,83.78119230769228,-0.0,-13.832154023688776,-0.022018088036020345,4848.160750643255
2000-01-07,83.8211923076923,-0.0,-13.874178681133811,-0.02201868684915098,4848.1387319564055
2000-01-10,83.76619230769228,-0.0,-14.337595341126194,-0.022019275384991488,4848.1167126810205
2000-01-11,83.65119230769228,-0.0,-14.131635747205276,-0.02201985381270788,4848.094692827208
2000-01-12,83.62119230769228,-0.0,-15.34709434201219,-0.02202042229964718,4848.072672404908
2000-01-13,83.7061923076923,-0.0,-14.439973564808685,-0.022020981009518437,4848.050651423899
2000-01-14,83.65119230769228,-0.0,-15.055658400195354,-0.022021530102392717,4848.028629893796
2000-01-17,,-0.0,-15.056076527856195,-0.022022069739250583,4848.006607824057
2000-01-18,83.5961923076923,-0.0,-15.703165784263788,-0.02202260007379664,4847.984585223983
2000-01-19,83.62119230769228,-1.0,-16.310137997456437,-0.022023121260644984,4847.962562102723
2000-01-20,83.6011923076923,-1.0,-17.211216659401202,-0.022023633451681235,4847.940538469271
2000-01-21,83.62119230769228,-1.0,-17.68434072502299,-50.02202413674786,4797.918514332523
2000-01-24,83.7061923076923,-0.0,-16.184924235951158,-212.52202463148933,4585.396489701034
2000-01-25,83.70119230769228,-1.0,-16.346726112903795,12.477974882544004,4597.874464583578
2000-01-26,83.6761923076923,-1.0,-16.57611429550413,-0.02202559518173075,4597.852438988396
2000-01-27,83.61119230769229,-1.0,-16.609463862194733,162.4779739354608,4760.330412923857
2000-01-28,83.53119230769228,-1.0,-16.75667547638945,199.9779734742133,4960.30838639807
2000-01-31,83.4311923076923,-1.0,-16.928313106023452,249.9779730208902,5210.28635941896
2000-02-01,83.4711923076923,-1.0,-17.30684501723863,-100.02202742444388,5110.264331994516
2000-02-02,83.41619230769228,-1.0,-18.198051769097344,137.47797213799822,5247.742304132515
2000-02-03,83.4411923076923,-1.0,-18.74411471231769,-62.522028292116374,5185.220275840398
2000-02-04,83.4111923076923,-1.0,-19.673192285649375,74.97797128541242,5260.198247125811
2000-02-07,83.3661923076923,-1.0,-20.0,112.47797087025447,5372.676217996065
2000-02-08,83.40119230769228,-1.0,-20.0,-87.5220295376239,5285.154188458441
2000-02-09,83.38619230769228,-1.0,-20.0,37.477970061538144,5322.632158519979
2000-02-10,83.37119230769228,-1.0,-20.0,37.47796966774604,5360.110128187725
2000-02-11,83.40119230769228,-1.0,-20.0,-75.02203071916392,5285.0880974685615
2000-02-14,83.48119230769228,-1.0,-20.0,-200.02203109928905,5085.066066369272
2000-02-15,83.4311923076923,-1.0,-20.0,124.97796852719148,5210.044034896464
2000-02-16,83.40619230769228,-1.0,-20.0,62.47796816036225,5272.522003056826
2000-02-17,83.3661923076923,-1.0,-20.0,99.97796779977398,5372.4999708566
2000-02-18,83.41619230769228,-1.0,-20.0,-125.02203255427594,5247.477938302324
2000-02-21,,-1.0,-20.0,-0.02203290223951626,5247.455905400085
2000-02-22,83.56119230769228,-1.0,-19.43280776343561,-0.02203324403581064,5247.433872156049
2000-02-23,83.4911923076923,-1.0,-18.534693443868107,174.97796642013782,5422.411838576187
2000-02-24,83.60619230769228,-0.0,-15.022301547013136,-287.5220339096131,5134.889804666574
2000-02-25,83.67119230769228,-0.0,-13.562076223447448,-162.5220342336852,4972.367770432888
2000-02-28,83.5861923076923,-0.0,-12.481040082519815,-0.02203455199378368,4972.345735880895
2000-02-29,83.5811923076923,-0.0,-12.273388094248181,-0.022034864665329223,4972.323701016229
2000-03-01,83.61119230769229,-0.0,-11.8121212260103,-0.022035171801690012,4972.301665844428
2000-03-02,83.62619230769229,-0.0,-11.418923412996092,-0.02203547349290602,4972.279630370935
2000-03-03,83.6611923076923,-0.0,-10.779582212884566,-0.02203576983174571,4972.257594601103
2000-03-06,83.6011923076923,-0.0,-10.293541894524669,-0.022036060906430066,4972.2355585401965
2000-03-07,83.6311923076923,-0.0,-9.934877822177594,-0.02203634680608957,4972.21352219339
2000-03-08,83.62119230769228,-0.0,-9.768865015523161,-0.02203662761621672,4972.191485565774
2000-03-09,83.65119230769228,-0.0,-9.366261401077198,-0.022036903423213516,4972.169448662351
2000-03-10,83.59119230769228,-0.0,-9.07654230581279,-0.022037174308934482,4972.147411488042
2000-03-13,83.61119230769229,-0.0,-8.98449116032578,-0.022037440357962623,4972.125374047684
2000-03-14,83.62119230769228,-0.0,-8.889735401721456,-0.022037701650333474,4972.103336346034
2000-03-15,83.62119230769228,-0.0,-8.826870627638304,-0.022037958265173074,4972.081298387769
2000-03-16,83.65619230769228,-0.0,-8.428064643897622,-0.022038210282516957,4972.059260177486
2000-03-17,83.70119230769228,-0.0,-7.741938482377071,-0.022038457778762677,4972.037221719707
2000-03-20,83.6811923076923,-0.0,-7.386742699015579,-0.022038700829398294,4972.015183018878
2000-03-21,83.6961923076923,-0.0,-7.015046368857044,-0.022038939509002375,4971.993144079369
2000-03-22,83.6811923076923,-0.0,-6.765167223036802,-0.022039173892153485,4971.971104905477
2000-03-23,83.7061923076923,-0.0,-6.362031446070859,-0.022039404050701705,4971.949065501426
2000-03-24,83.61119230769229,-0.0,-5.83559426635201,-0.022039630054678128,4971.927025871371
2000-03-27,83.59119230769228,-0.0,-6.190045783128105,-0.02203985197502334,4971.904986019396
2000-03-28,83.5811923076923,-0.0,-6.598578719678913,-0.022040069880858937,4971.8829459495155
2000-03-29,83.5811923076923,-0.0,-6.980347239087069,-0.022040283838578034,4971.860905665677
2000-03-30,83.66619230769228,-0.0,-6.094708824048297,-0.022040493916392734,4971.8388651717605
2000-03-31,83.7211923076923,-0.0,-5.422609283912044,-0.022040700177967665,4971.816824471583
2000-04-03,83.7861923076923,-0.0,-4.429455036726698,-0.022040902688786446,4971.794783568894
2000-04-04,83.9611923076923,-0.0,-2.101949135207322,-0.022041101512513706,4971.772742467381
2000-04-05,83.90619230769228,-0.0,-1.1324633106386137,-0.022041296710995084,4971.75070117067
2000-04-06,83.85619230769228,-0.0,-0.5395972478726216,-0.022041488344257232,4971.728659682326
2000-04-07,83.87619230769229,-0.0,0.05530376014412451,-0.022041676475055283,4971.706618005851
2000-04-10,,-0.0,0.054795271670699044,-0.022041861160687404,4971.68457614469
2000-04-11,83.9161923076923,-0.0,0.8597258917036732,-0.02204204246027075,4971.66253410223
2000-04-12,83.8861923076923,-0.0,1.3903836745773266,-0.022042220431103487,4971.640491881799
2000-04-13,83.9211923076923,-0.0,2.037727636998326,-0.022042395129574288,4971.618449486669
2000-04-14,83.9761923076923,-0.0,2.855007189121423,-0.02204256661116233,4971.596406920058
2000-04-17,83.9611923076923,-0.0,3.5107203758648264,-0.02204273493043729,4971.574364185128
2000-04-18,83.9411923076923,-0.0,3.9659433380951437,-0.022042900141968857,4971.552321284986
2000-04-19,83.9611923076923,-0.0,4.503547481008739,-0.02204306229668873,4971.530278222689
2000-04-20,83.9511923076923,-0.0,4.910628120090442,-0.0220432214482571,4971.508235001241
2000-04-21,,-0.0,4.91035690809386,-0.022043377647605666,4971.486191623593
2000-04-24,83.9511923076923,-0.0,5.178411135644166,-0.022043530943847145,4971.464148092649
2000-04-25,83.8311923076923,-0.0,4.000610908451325,-0.022043681387003744,4971.442104411262
2000-04-26,83.8261923076923,-0.0,3.6793596679759,-0.022043829026188178,4971.420060582236
2000-04-27,83.7111923076923,-0.0,2.445254525726931,-0.02204397390869417,4971.398016608327
2000-04-28,83.6911923076923,-0.0,1.6074498068219982,-0.02204411608272494,4971.375972492245
2000-05-01,83.6861923076923,-0.0,0.8307340643428591,-0.02204425559284573,4971.353928236652
2000-05-02,83.6561923076923,-0.0,-0.026397354777454134,-0.022044392484531272,4971.331883844167
2000-05-03,83.5411923076923,-0.0,-1.2738410071000688,-0.022044526804165798,4971.309839317363
2000-05-04,83.4461923076923,-0.0,-2.728370158641305,-0.02204465859449556,4971.287794658769
2000-05-05,83.3361923076923,-0.0,-4.352893292538918,-0.022044787900085794,4971.265749870869
2000-05-08,83.2911923076923,-0.0,-6.164713954594985,-0.022044914761863765,4971.243704956107
2000-05-09,83.3361923076923,-0.0,-7.2886874533571495,-0.022045039222575724,4971.221659916884
2000-05-10,83.3911923076923,-0.0,-7.90352122622958,-0.022045161324058427,4971.19961475556
2000-05-11,83.4061923076923,-0.0,-8.628646933830368,-0.022045281105420145,4971.177569474455
2000-05-12,83.3061923076923,-0.0,-9.314333559322737,-0.02204539860758814,4971.155524075847
2000-05-15,83.3061923076923,-0.0,-10.307474615124304,-0.02204551386876119,4971.133478561978
2000-05-16,83.37619230769229,-0.0,-10.26209878510575,-0.022045626928957063,4971.111432935049
2000-05-17,83.3661923076923,-0.0,-10.835437307187192,-0.022045737824555545,4971.089387197225
2000-05-18,83.2961923076923,-0.0,-11.413276718788017,-0.02204584659466491,4971.06734135063
2000-05-19,83.3561923076923,-0.0,-11.351145562157422,-0.022045953273845953,4971.045295397356
2000-05-22,83.4361923076923,-0.0,-10.707928545362181,-0.02204605789938796,4971.023249339457
2000-05-23,83.4161923076923,-0.0,-10.844483790758915,-0.022046160506761225,4971.00120317895
2000-05-24,83.3911923076923,-0.0,-11.075753693562623,-0.022046261130526545,4970.97915691782
2000-05-25,83.48619230769229,-0.0,-10.01957922266379,-0.022046359804335225,4970.957110558015
2000-05-26,83.5161923076923,-0.0,-9.643620212527928,-0.022046456563657557,4970.935064101452
2000-05-29,,-0.0,-9.644679823847012,-0.022046551440325857,4970.913017550011
2000-05-30,83.4261923076923,-0.0,-9.503939531741652,-0.022046644467081933,4970.890970905544
2000-05-31,83.5111923076923,-0.0,-8.704912410982057,-0.022046735676667595,4970.868924169868
2000-06-01,83.6361923076923,-0.0,-7.101554189004048,-0.022046825100005663,4970.846877344768
2000-06-02,83.7411923076923,-0.0,-5.653702414281002,-0.02204691276892845,4970.824830431999
2000-06-05,83.8261923076923,-0.0,-4.2221694223385,-0.02204699871253979,4970.802783433286
2000-06-06,83.7861923076923,-0.0,-3.1789293137372785,-0.022047082962671993,4970.780736350323
2000-06-07,83.75119230769229,-0.0,-2.4422039461734903,-0.0220471655475194,4970.758689184776
2000-06-08,83.7261923076923,-0.0,-1.92217507854394,-0.022047246496185835,4970.73664193828
2000-06-09,83.7211923076923,-0.0,-1.4993669300791912,-0.022047325837775134,4970.714594612442
2000-06-12,83.7761923076923,-0.0,-0.8675439238842099,-0.02204740360048163,4970.6925472088415
2000-06-13,83.8311923076923,-0.0,-0.06912341435806646,-0.02204747981068067,4970.670499729031
2000-06-14,83.8861923076923,-0.0,0.882150694533675,-0.022047554497476085,4970.648452174533
2000-06-15,83.8911923076923,-0.0,1.7598738529571814,-0.022047627686333726,4970.626404546847
2000-06-16,83.9711923076923,-0.0,2.844457221627675,-0.022047699402719445,4970.604356847444
2000-06-19,83.9361923076923,-0.0,3.611033517981828,-0.022047769673918083,4970.58230907777
2000-06-20,83.8961923076923,-0.0,4.0640044210934505,-0.02204783852539549,4970.560261239245
2000-06-21,83.8261923076923,-0.0,3.991168970597696,-0.022047905980798532,4970.538213333264
2000-06-22,83.7961923076923,-0.0,3.939687013572274,-0.022047972065593058,4970.516165361199
2000-06-23,83.7611923076923,-0.0,3.7148637886402005,-0.022048036804335425,4970.494117324394
2000-06-26,83.8361923076923,-0.0,3.7643185702419557,-0.022048100219763,4970.472069224174
2000-06-27,83.8361923076923,-0.0,3.9363672566695493,-0.022048162335522647,4970.450021061839
2000-06-28,83.8211923076923,-0.0,3.9996711647664087,-0.022048223174351733,4970.427972838665
2000-06-29,83.8911923076923,-0.0,4.267560280873482,-0.02204828275989712,4970.405924555905
2000-06-30,83.9111923076923,-0.0,4.729496967102161,-0.022048341113077186,4970.383876214792
2000-07-03,83.9661923076923,-0.0,5.332877657647592,-0.022048398256629298,4970.361827816535
2000-07-04,,-0.0,5.331972183650502,-0.022048454211471835,4970.3397793623235
2000-07-05,84.0111923076923,-0.0,6.121623873674512,-0.022048508998523175,4970.317730853325
2000-07-06,83.9561923076923,-0.0,6.333090908566167,-0.02204856263961119,4970.295682290685
2000-07-07,84.0411923076923,-0.0,6.858728815458636,-0.02204861515383527,4970.2736336755315
2000-07-10,,-0.0,6.857315993647725,-0.022048666562113794,4970.251585008969
2000-07-11,83.8811923076923,-0.0,6.5360118157884814,-0.022048716884455644,4970.229536292085
2000-07-12,83.8661923076923,-0.0,6.319752878381138,-0.022048766139050713,4970.207487525946
2000-07-13,83.9261923076923,-0.0,6.377176391454701,-0.022048814345907886,4970.1854387116
2000-07-14,83.8161923076923,-0.0,5.062547789580912,-0.022048861523217056,4970.163389850077
2000-07-17,83.76619230769231,-0.0,4.328199407323671,-0.022048907690077613,4970.141340942387
2000-07-18,83.75119230769229,-0.0,3.7115652339199126,-0.022048952863769955,4970.119291989523
2000-07-19,83.7411923076923,-0.0,3.1143432648945946,-0.022048997062483977,4970.09724299246
2000-07-20,83.9061923076923,-0.0,2.7850237502216766,-0.022049040304409573,4970.075193952156
2000-07-21,83.9011923076923,-0.0,3.00186631476384,-0.022049082605917647,4970.05314486955
2000-07-24,83.87619230769229,-0.0,3.0602903715464875,-0.0220491239842886,4970.031095745566
2000-07-25,83.8861923076923,-0.0,3.18111802190975,-0.022049164455893333,4970.00904658111
2000-07-26,83.8861923076923,-0.0,3.286510055899832,-0.022049204037102754,4969.986997377073
2000-07-27,83.9061923076923,-0.0,3.472548930623121,-0.02204924274519726,4969.964948134328
2000-07-28,83.8711923076923,-0.0,3.4138089922456243,-0.022049280593819276,4969.942898853734
2000-07-31,83.87619230769229,-0.0,3.4361352635796103,-0.022049317600249196,4969.920849536134
2000-08-01,83.9061923076923,-0.0,3.586464305408148,-0.022049353779948433,4969.898800182354
2000-08-02,83.9511923076923,-0.0,3.9155495246826106,-0.022049389146559406,4969.876750793207
2000-08-03,83.9661923076923,-0.0,4.335884410404799,-0.02204942371645302,4969.854701369491
2000-08-04,84.0461923076923,-0.0,4.889781533544664,-0.022049457502362202,4969.832651911988
2000-08-07,84.01619230769231,-0.0,5.321824335486969,-0.02204949051974836,4969.8106024214685
2000-08-08,84.0611923076923,-0.0,5.9707449283804,-0.02204952278316341,4969.788552898685
2000-08-09,84.0561923076923,-0.0,6.5642224804774045,-0.02204955430534028,4969.76650334438
2000-08-10,84.1011923076923,-0.0,7.283436349891144,-0.022049585099921387,4969.74445375928
2000-08-11,84.01619230769231,-0.0,6.762451183323237,-0.022049615180549154,4969.7224041440995
2000-08-14,84.0311923076923,-0.0,7.038075597519454,-0.022049644560866,4969.700354499539
2000-08-15,84.0311923076923,-0.0,7.284358049316509,-0.022049673252695356,4969.678304826286
2000-08-16,84.0111923076923,-0.0,7.334816814904498,-0.022049701269679645,4969.656255125016
2000-08-17,84.0111923076923,-0.0,7.437217635499927,-0.022049728623642295,4969.634205396393
2000-08-18,84.0461923076923,-0.0,7.656734513488023,-0.02204975532640674,4969.612155641066
2000-08-21,84.0261923076923,-0.0,7.586129999348032,-0.022049781391615397,4969.590105859675
2000-08-22,84.0361923076923,-0.0,7.5523805850088594,-0.022049806830182206,4969.568056052844
2000-08-23,84.1061923076923,-0.0,7.908985741421509,-0.022049831653930596,4969.5460062211905
2000-08-24,84.12619230769229,-0.0,8.29502406631698,-0.022049855873774504,4969.523956365317
2000-08-25,84.1211923076923,-0.0,8.573777615952466,-0.022049879500627867,4969.501906485816
2000-08-28,84.0711923076923,-0.0,8.502673033481816,-0.02204990254722361,4969.479856583269
2000-08-29,84.0211923076923,-0.0,8.141081385526315,-0.02204992502265668,4969.457806658246
2000-08-30,84.01619230769231,-0.0,7.833339864511209,-0.02204994693875051,4969.4357567113075
2000-08-31,84.0961923076923,-0.0,7.923494251485834,-0.022049968305509537,4969.413706743002
2000-09-01,84.2111923076923,-0.0,7.781213432893014,-0.022049989133847703,4969.391656753868
2000-09-04,,-0.0,7.780423168274309,-0.02205000943285995,4969.369606744435
2000-09-05,84.2061923076923,-0.0,8.39167888682735,-0.02205002921346022,4969.347556715222
2000-09-06,84.1611923076923,-0.0,8.541291364720252,-0.022050048484743456,4969.325506666737
2000-09-07,84.1311923076923,-0.0,8.628387966580675,-0.0220500672567141,4969.30345659948
2000-09-08,84.14119230769231,-0.0,8.903997357991202,-0.0220500855384671,4969.281406513942
2000-09-11,84.1311923076923,-0.0,9.058031063983146,-0.0220501033400069,4969.259356410602
2000-09-12,84.14119230769231,-0.0,9.288356498743346,-0.022050120669518947,4969.237306289932
2000-09-13,84.2011923076923,-0.0,9.497921817543677,-0.022050137537007686,4969.215256152395
2000-09-14,84.1861923076923,-0.0,9.785302862987765,-0.022050153951568063,4969.193205998444
2000-09-15,84.2161923076923,-0.0,10.050832752068462,-0.022050169920476037,4969.171155828523
2000-09-18,84.2611923076923,-0.0,10.519003791546664,-0.022050185452826554,4969.1491056430705
2000-09-19,84.2261923076923,-0.0,10.658898332592283,-0.022050200556805066,4969.127055442514
2000-09-20,84.1761923076923,-0.0,10.451569105855661,-0.02205021524150652,4969.105005227272
2000-09-21,84.1911923076923,-0.0,10.328116283387482,-0.022050229514206876,4969.082954997758
2000-09-22,84.2261923076923,-0.0,10.393338106426496,-0.022050243383091583,4969.060904754375
2000-09-25,84.2161923076923,-0.0,10.37323530790514,-0.0220502568554366,4969.038854497519
2000-09-26,84.2411923076923,-0.0,10.466042498409248,-0.022050269940336875,4969.016804227579
2000-09-27,84.2561923076923,-0.0,10.630865392741745,-0.02205028264415887,4968.994753944935
2000-09-28,84.2611923076923,-0.0,10.735881779234973,-0.022050294975088036,4968.97270364996
2000-09-29,84.3161923076923,-0.0,11.15925244386814,-0.022050306939490838,4968.95065334302
2000-10-02,84.3261923076923,-0.0,11.52690811014041,-0.022061963597479917,4968.928591379423
2000-10-03,84.2861923076923,-0.0,11.59573074415361,-0.022073428349358437,4968.9065179510735
2000-10-04,84.2411923076923,-0.0,11.363116429568732,-0.022084704306507774,4968.884433246767
2000-10-05,84.2411923076923,-0.0,11.087836131787427,-0.022095794528468105,4968.8623374522385
2000-10-06,84.2411923076923,-0.0,10.830524990509318,-0.02210670202748588,4968.840230750211
2000-10-09,,-0.0,10.848467391400115,-0.022117429765785346,4968.818113320445
2000-10-10,,-0.0,10.869688704784748,-0.02212798065829702,4968.795985339787
2000-10-11,84.37619230769229,-0.0,11.67515455701422,-0.02213835757356719,4968.773846982213
2000-10-12,84.45119230769231,-0.0,12.866708807210419,-0.02214856333193893,4968.7516984188815
2000-10-13,84.45119230769231,-0.0,13.758399891547699,-0.022158600711009058,4968.72953981817
2000-10-16,84.4261923076923,1.0,14.269105433962965,-0.02216847244199016,4968.7073713457285
2000-10-17,84.5061923076923,1.0,15.229448804911204,-0.02217818121152959,4968.685193164517
2000-10-18,84.5061923076923,1.0,15.910499462165753,-0.022187729665347433,4968.663005434852
2000-10-19,84.5211923076923,1.0,16.570792024348187,37.47780287959813,5006.14080831445
2000-10-20,84.56119230769231,1.0,17.37169337072198,99.97779364402868,5106.118601958478
2000-10-23,84.6011923076923,1.0,18.14019628491443,99.97778456104697,5206.096386519525
2000-10-24,84.5661923076923,1.0,18.22119628596692,-87.52222437171167,5118.574162147814
2000-10-25,84.51619230769231,1.0,18.291775876178676,-125.0222331567793,4993.551928991034
2000-10-26,84.4961923076923,1.0,18.34403344540315,-50.022241796555136,4943.529687194479
2000-10-27,84.4261923076923,1.0,17.85270962127211,-175.02225029329384,4768.507436901185
2000-10-30,84.4111923076923,1.0,17.13603199801865,-37.52225864945376,4730.985178251732
2000-10-31,84.42119230769231,1.0,16.564997476122137,24.977733132776848,4755.9629113845085
2000-11-01,84.4711923076923,1.0,16.461437604227935,124.9777250510815,4880.94063643559
2000-11-02,84.4911923076923,1.0,16.41550976301583,49.977717103300165,4930.91835353889
2000-11-03,84.4161923076923,1.0,15.13607139791859,-187.5222907127536,4743.396062826137
2000-11-06,84.36119230769229,1.0,13.916628953811623,-137.52229839923984,4605.873764426897
2000-11-07,84.36119230769229,1.0,13.446098705761559,-0.02230595822493342,4605.851458468672
2000-11-08,84.36119230769229,1.0,12.975266858094326,-0.022313391824354767,4605.829145076847
2000-11-09,84.40619230769231,1.0,12.456435958914055,112.4776792979792,4718.306824374827
2000-11-10,84.4311923076923,1.0,12.316391383675878,62.477672109039304,4780.784496483866
2000-11-13,84.4661923076923,1.0,12.391209496359226,87.4776650395579,4868.262161523424
2000-11-14,84.4561923076923,1.0,12.28702638449363,-25.02234191246407,4843.23981961096
2000-11-15,84.48619230769229,1.0,12.39752765420935,74.97765125095884,4918.217470861919
2000-11-16,84.5261923076923,1.0,12.693290116863901,99.97764452813863,5018.195115390057
2000-11-17,84.5061923076923,1.0,12.794855564547383,-50.022362082933796,4968.1727533071235
2000-11-20,84.5111923076923,1.0,12.869751828122379,12.477631415960786,4980.650384723084
2000-11-21,84.50119230769229,1.0,12.831100385018164,-25.022374976931133,4955.628009746153
2000-11-22,84.5361923076923,1.0,13.027238300851701,87.47761873664967,5043.105628482803
2000-11-23,,1.0,13.116578149474288,-0.022387445137610484,5043.083241037665
2000-11-24,84.5211923076923,1.0,13.167216728955028,-0.022393523904611357,5043.060847513761
2000-11-27,84.53119230769231,1.0,13.240112656910474,24.97760049865701,5068.038448012418
2000-11-28,84.5911923076923,1.0,13.786383739840737,149.97759462083013,5218.016042633248
2000-11-29,84.6511923076923,1.0,14.617515233797695,149.97758884112227,5367.99363147437
2000-11-30,84.7411923076923,1.0,15.42898372814845,224.9775831578263,5592.971214632196
2000-12-01,84.70119230769231,1.0,15.68812056256726,-100.02242243058754,5492.948792201609
2000-12-04,84.7211923076923,1.0,16.86812006823183,49.97757207428367,5542.926364275892
2000-12-05,84.8511923076923,1.0,15.347456028658826,324.97756667098656,5867.903930946879
2000-12-06,84.9661923076923,1.0,15.781319819724068,287.47756135799864,6155.381492304878
2000-12-07,85.0061923076923,1.0,17.766266073036544,99.97755613387471,6255.359048438752
2000-12-08,84.9611923076923,1.0,18.20005908712359,-112.52244900291134,6142.836599435841
2000-12-11,84.93619230769231,1.0,18.9063318413534,-62.522454053691945,6080.314145382149
2000-12-12,84.92119230769231,1.0,19.1660832681091,-37.5224590199623,6042.791686362187
2000-12-13,85.01619230769231,1.0,19.159666666999172,237.4775360969661,6280.269222459153
2000-12-14,85.0811923076923,1.0,19.286113220485475,162.47753129571356,6442.746753754866
2000-12-15,85.1361923076923,1.0,19.44934298103919,137.47752657493493,6580.224280329801
2000-12-18,85.17119230769231,1.0,19.641063899540608,87.4775219333842,6667.7018022631855
2000-12-19,85.12619230769229,1.0,19.638038886357233,-112.52248263040201,6555.1793196327835
2000-12-20,85.2261923076923,1.0,19.638226832023836,249.97751288254403,6805.156832515328
2000-12-21,85.2761923076923,1.0,19.772212194392885,124.97750847075531,6930.134340986083
2000-12-22,85.29619230769231,1.0,19.92088451773497,49.977504133148614,6980.1118451192315
2000-12-25,,1.0,19.92217797213667,-0.022500131605738716,6980.089344987626
2000-12-26,85.2561923076923,1.0,19.99501389931039,-0.022504324615510995,6980.06684066301
2000-12-27,85.18619230769231,1.0,19.84823942240094,-175.02250844706305,6805.044332215947
2000-12-28,85.12619230769229,1.0,19.800696091200294,-150.02251250019344,6655.021819715754
2000-12-29,85.1811923076923,1.0,19.890614394968278,137.47748351504924,6792.499303230803
2001-01-01,,1.0,19.891873457132657,-0.02252040264374955,6792.476782828159
2001-01-02,85.4561923076923,1.0,19.976975973728955,-0.022524254277414002,6792.454258573882
2001-01-03,85.2611923076923,0.0,18.68605870133632,-487.5225280409686,6304.931730532913
2001-01-04,85.3811923076923,0.0,18.34392648652575,299.97746823628404,6604.909198769197
2001-01-05,85.5961923076923,0.0,16.70351788140201,-0.022535423652698228,6604.886663345545
2001-01-08,,0.0,16.7036089494812,-0.022539021757438604,6604.864124323787
2001-01-09,85.5961923076923,0.0,17.54835998971008,-0.02254255905336322,6604.841581764734
2001-01-10,85.4561923076923,0.0,16.41602247251875,-0.02254603653727827,6604.8190357281965
2001-01-11,85.3961923076923,0.0,16.494782003550796,-0.022549455188709544,6604.796486273008
2001-01-12,85.2561923076923,0.0,15.154285201633586,-0.02255281597354042,6604.773933457034
2001-01-15,,0.0,15.154952671407173,-0.022556119839464372,6604.751377337195
2001-01-16,85.25119230769229,0.0,14.481268267177226,-0.022559367720532464,6604.728817969474
2001-01-17,85.3361923076923,0.0,14.328031712749395,-0.02256256053533434,6604.706255408939
2001-01-18,85.4261923076923,0.0,14.47236564120413,-0.02256569918608875,6604.683689709753
2001-01-19,85.3361923076923,0.0,14.099501361092257,-0.022568784563191002,6604.66112092519
2001-01-22,85.28119230769231,0.0,13.901106932784954,-0.022571817541575,6604.638549107648
2001-01-23,85.1961923076923,0.0,13.2481532915867,-0.022574798979803745,6604.615974308668
2001-01-24,85.1911923076923,0.0,12.993342124556648,-0.022577729725526297,6604.593396578943
2001-01-25,85.2411923076923,0.0,12.770750514488174,-0.022580610611839802,6604.570815968331
2001-01-26,85.25119230769229,0.0,12.76061066924172,-0.022583442457289493,6604.548232525874
2001-01-29,85.2561923076923,0.0,12.782907596766439,-0.022586226067687676,6604.525646299806
2001-01-30,85.3311923076923,0.0,12.723524876392144,-0.02258896223793272,6604.503057337568
2001-01-31,85.4711923076923,0.0,12.411416391434324,-0.022591651745642594,6604.480465685822
